EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
579984,NATCHITOCHES PAR.,KING HILL,06/01/2015,0,Flood, , ,0,0,500000,500000,LA,CST-6, ,96152,C,69,SHV,0,0,River/Stream Gage,Heavy Rain, , ,4,ENE,0,ENE,CAMPTI,06/30/2015,2359,31.9009,-93.2698,31.9009,-93.1174,"Excessive heavy rainfall during the month of May in the Red River Basin of Southern Oklahoma, Northern Texas and Southwest Arkansas resulted in very high water on the Red River during the month of June bordering McCurtain County in Southeast Oklahoma, Little River, Hempstead, Lafayette and Miller Counties in Southwest Arkansas, Bowie and Red River Counties in Northeast Texas as well as Caddo, Bossier, Red River, Natchitoches, Winn and Grant Parishes in Northwest Louisiana. Rainfall amounts during the month of May across the Upper and Middle Red River basins of Southern Oklahoma and Northern Texas totaled over 20 inches of rain. At Shreveport, Louisiana, the Red River rose above the 30 foot flood stage on May 30th and rose above the 33 foot major flood stage on June 3rd. The Red River in Shreveport crested at 37.14 feet on June 9th which was the highest recorded crest in Shreveport, Louisiana since the flood of 1945. This was the 22nd highest crest at Shreveport in recorded history at the gauging location, with the flood of record being 45.90 feet in 1849. The Red River in Shreveport fell below the 33 foot major flood stage on June 15th and fell below the 30 foot flood stage on June 17th. A secondary rise on the Red River developed because of excessive heavy rainfall once again in the middle Red River Basin from the remnants of Tropical Storm Bill. As a result, the Red River at Shreveport crested again at 31.06 feet on June 30th. Downstream of Shreveport at Coushatta, Louisiana the Red River rose above the 31 foot flood stage on May 18th and rose above the 37 foot major flood stage on June 6th. The Red River in Coushatta crested at 38.83 feet on June 11th which was the highest recorded crest in Coushtatta, Louisiana since the flood of 1945. This was the 3rd highest crest at Coushatta in recorded history at the gauging location with the flood of record being 39.9 feet in 1945. The Red River in Coushatta fell below the 37 foot major flood stage on June 16th and fell below the 31 foot flood stage on June 23rd. A secondary rise on the Red River developed because of excessive heavy rainfall once again in the middle Red River Basin from the remnants of Tropical Storm Bill. As a result, the Red River at Coushatta crested again just above the 31 foot flood stage the first week of July, 2015. Below Coushatta at Grand Ecore, Louisiana, the Red River rose above the 33 foot flood stage on May 18th and rose above the 39 foot major flood stage on June 5th. The Red River in Grand Ecore crested at 42.03 feet on June 13th which was the highest recorded crest in Grand Ecore, Louisiana since the flood of 1945. This was the 2nd highest crest at Grand Ecore in recorded history at the gauging location with the flood of record being 44.7 feet in 1945. The Red River in Grand Ecore fell below the 39 foot major flood stage on June 19th and remained above the 33 foot flood stage |through the first week of July because of a secondary rise on the Red River as the remnants of Tropical Storm Bill dumped additional heavy rainfall across the Middle Red River Basin in Northern Texas and Southern Oklahoma. Bank erosion was extreme along both west and east banks of the Red River in Natchitoches Parish with 15 thousand acres of farmland and pastureland inundated. 4,000 heads of cattle had to be relocated and many were lost. Many roads were closed adjacent to the Red River in Natchitoches Parish and along the confluence of Bayou Pierre where backwater flooding was extreme in the vicinity of Black, Clear and Saline Lakes. Just some of the roadways closed included Good Hope Road, Johnson Chute Road, Allen-Marthaville Road, Hymes Road, Montgomery Camp Road, Bayou Pierre Road, Mac Wall Road, Three League, Tauzin Island Road, Pardee Road, Posey, Hampton and Emanual Road.  In addition, U.S. Hwy. 71, La. Hwy. 480 and La. Hwy. 1226 were also closed. About 280 structures were affected by water including around 15 homes inundated with flood water. About 255,000 sand bags were made available by local law enforcement and the Louisiana Governor's Office of Homeland Security with 655,000 more sandbags on standby. The Red River Parish homeland security sandbagged numerous homes that were in risk of flooding. The Governor of Louisiana authorized the activation of up to 200 Louisiana National Guardsman on State Active Duty to support flood response efforts in Northwest Louisiana and assist local, parish and state emergency officials. Caddo, Bossier, Red River,Natchitoches and Grant Parishes signed emergency declarations due to the excessive flooding and disaster teams from The Federal Emergency Management Agency (FEMA) and The Governor's Office of Homeland & Emergency Preparedness (GOHSEP) surveying efforts continued as of this writing. A Federal Disaster Declaration was issued for Caddo, Bossier, Red River, Natchitoches and Grant Parishes in Northwest Louisiana for the Red River flooding event of 2015.","Excessive heavy rainfall during the month of May resulted in very high river levels on the Red River which borders Caddo, Bossier, Red River, Natchitoches, Winn and Grant Parishes in Northwest Louisiana.",11
580284,WINN PAR.,ST MAURICE,06/01/2015,0,Flood, , ,0,0,0,0,LA,CST-6, ,96152,C,127,SHV,0,0,River/Stream Gage,Heavy Rain, , ,2,W,1,NE,ST MAURICE,06/30/2015,2359,31.7518,-92.9955,31.7606,-92.9608,"Excessive heavy rainfall during the month of May in the Red River Basin of Southern Oklahoma, Northern Texas and Southwest Arkansas resulted in very high water on the Red River during the month of June bordering McCurtain County in Southeast Oklahoma, Little River, Hempstead, Lafayette and Miller Counties in Southwest Arkansas, Bowie and Red River Counties in Northeast Texas as well as Caddo, Bossier, Red River, Natchitoches, Winn and Grant Parishes in Northwest Louisiana. Rainfall amounts during the month of May across the Upper and Middle Red River basins of Southern Oklahoma and Northern Texas totaled over 20 inches of rain. At Shreveport, Louisiana, the Red River rose above the 30 foot flood stage on May 30th and rose above the 33 foot major flood stage on June 3rd. The Red River in Shreveport crested at 37.14 feet on June 9th which was the highest recorded crest in Shreveport, Louisiana since the flood of 1945. This was the 22nd highest crest at Shreveport in recorded history at the gauging location, with the flood of record being 45.90 feet in 1849. The Red River in Shreveport fell below the 33 foot major flood stage on June 15th and fell below the 30 foot flood stage on June 17th. A secondary rise on the Red River developed because of excessive heavy rainfall once again in the middle Red River Basin from the remnants of Tropical Storm Bill. As a result, the Red River at Shreveport crested again at 31.06 feet on June 30th. Downstream of Shreveport at Coushatta, Louisiana the Red River rose above the 31 foot flood stage on May 18th and rose above the 37 foot major flood stage on June 6th. The Red River in Coushatta crested at 38.83 feet on June 11th which was the highest recorded crest in Coushtatta, Louisiana since the flood of 1945. This was the 3rd highest crest at Coushatta in recorded history at the gauging location with the flood of record being 39.9 feet in 1945. The Red River in Coushatta fell below the 37 foot major flood stage on June 16th and fell below the 31 foot flood stage on June 23rd. A secondary rise on the Red River developed because of excessive heavy rainfall once again in the middle Red River Basin from the remnants of Tropical Storm Bill. As a result, the Red River at Coushatta crested again just above the 31 foot flood stage the first week of July, 2015. Below Coushatta at Grand Ecore, Louisiana, the Red River rose above the 33 foot flood stage on May 18th and rose above the 39 foot major flood stage on June 5th. The Red River in Grand Ecore crested at 42.03 feet on June 13th which was the highest recorded crest in Grand Ecore, Louisiana since the flood of 1945. This was the 2nd highest crest at Grand Ecore in recorded history at the gauging location with the flood of record being 44.7 feet in 1945. The Red River in Grand Ecore fell below the 39 foot major flood stage on June 19th and remained above the 33 foot flood stage through the first week of July because of a secondary rise on the Red River as the remnants of Tropical Storm Bill dumped additional heavy rainfall across the Middle Red River Basin in Northern Texas and Southern Oklahoma. While the Red River only shares a 5 mile border along the southwest portion of Winn Parish, many acres of farmland were flooded on the Winn Parish side of the river. A few secondary roads were closed on the Winn Parish side of the river as well. About 255,000 sand bags were made available by local law enforcement and the Louisiana Governor's Office of Homeland Security with 655,000 more sandbags on standby. Any homes or structures that were in the risk of flooding along the Winn Parish side of the river were sandbagged. The Governor of Louisiana authorized the activation of up to 200 Louisiana National Guardsman on State Active Duty to support flood response efforts in Northwest Louisiana and assist local, parish and state emergency officials.","Excessive heavy rainfall during the month of May resulted in very high river levels on the Red River which borders Caddo, Bossier, Red River, Natchitoches, Winn and Grant Parishes in Northwest Louisiana.",12
601129,MOREHOUSE PAR.,BRODENAX,10/26/2015,400,Flood, , ,0,0,1000,0,LA,CST-6, ,100368,C,67,JAN,0,0,Social Media,Heavy Rain, , ,2,SW,2,SSW,BRODENAX,10/26/2015,700,32.5554,-91.7915,32.5504,-91.7914,"Several inches of standing water was on Lord Road. This occurred from continuous steady rain.","A low pressure system moved through the region bringing heavy rain which resulted in some flooding.",13
605189,CATAHOULA PAR.,SECURITY,10/31/2015,1200,Flood, , ,0,0,10000,0,LA,CST-6, ,100389,C,25,JAN,0,0,Emergency Manager,Heavy Rain, , ,2,NNW,1,SE,SECURITY,10/31/2015,2300,31.56,-91.83,31.5179,-91.81,"The parish received 8 to 12 inches of rain.. Several roads were flooded, with two being washed out.","Showers and thunderstorms occurred as a strong low pressure system moved through the region. Some of these storms produced flash flooding and damaging wind gusts.",14
625847,RAPIDES PAR.,MC NARY,03/10/2016,2000,Flood, , ,0,0,25000,0,LA,CST-6, ,104471,C,79,LCH,0,0,River/Stream Gage,Heavy Rain, , ,4,W,2,E,SIEPER,03/16/2016,0,30.9907,-92.6422,31.2164,-92.7864,"Heavy rain during the 9th and 10th drained into the upper reaches of the Calcasieu River in Rapides Parish. This produced the 2nd highest crest on record, and only 1.1 feet below the record set in 1953 at Glenmora. This flooded roadways near the river and affected around a dozen structures with one flooded.","Heavy rain fell over the upper reaches of the Calcasieu River during the 9th and 10th sending a flood wave down stream. This flooded portions of Rapides and Allen Parishes.",15
625681,CALCASIEU PAR.,DE QUINCY ARPT,03/10/2016,2000,Flood, , ,0,0,50000000,0,LA,CST-6, ,104446,C,19,LCH,0,0,River/Stream Gage,Heavy Rain, , ,49,N,50,N,DE QUINCY ARPT,03/24/2016,1800,31.1717,-93.5692,31.1941,-93.5143,"Flood water from the heavy rain event on the 9th and 10th pushed into western sections of Calcasieu Parish flooding areas generally along and west of Highway 109. This flooded sections of Starks and Vinton. The river stage at Deweyville crested at one foot higher than the previous record crest set in 1884. An estimated 319 structures were flooded.","Heavy rain from the 9th and 10th pushed Toledo Bend Reservoir to a record high level. This forced the spillway gates to fully open. Additional flood waters flowed into the Sabine River from tributaries pushing the river to record flood stages at observing points south of the dam to Interstate 10. This flooded many structures along the river and washed out some roadways.",16
625661,BEAUREGARD PAR.,SHEAR,03/10/2016,2000,Flood, , ,0,0,40000000,0,LA,CST-6, ,104446,C,11,LCH,0,0,River/Stream Gage,Heavy Rain, , ,27,NNW,27,NNW,SHEAR,03/24/2016,0,31.1712,-93.5699,31.1929,-93.4964,"Flood water from the heavy rain event on the 9th and 10th pushed down the Sabine River. The river stage at Bon Weir crested on the 13th. The record crest was 0.77 feet above the previous record that was set in 1913. Flood waters reached to Louisiana Highways 111 and 389 and nearly completely covered areas to the west of the roadways. This pushed water into the town of Merryville. Around 300 structures were flooded.","Heavy rain from the 9th and 10th pushed Toledo Bend Reservoir to a record high level. This forced the spillway gates to fully open. Additional flood waters flowed into the Sabine River from tributaries pushing the river to record flood stages at observing points south of the dam to Interstate 10. This flooded many structures along the river and washed out some roadways.",17
625653,VERNON PAR.,BURR FERRY,03/10/2016,2000,Flood, , ,0,0,50000000,0,LA,CST-6, ,104446,C,115,LCH,0,0,River/Stream Gage,Heavy Rain, , ,8,NNW,8,W,VERNON LAKE,03/19/2016,1800,31.1714,-93.5692,31.1965,-93.5005,"Water quickly rose along the Sabine River on the 10th as flood water flowed into the basin from Toledo Bend and from the area tributaries. The river set a record crest on the 11th of 53.82 feet at Burkeville which was 5.77 feet above the previous record set in 1999. Areas along and west of Louisiana Highway 111 were flooded with the worst hit community being Evans were almost every home flooded, some were flooded to the roof tops. Around 400 structures were reported flooded with around 200 considered majorly damaged or destroyed in Vernon Parish. Highway 8 near the river was heavily scoured with the south side of the road collapsing near the stateline. The bridge across the river was still closed more than 2 months after the flood with the supports undermined.","Heavy rain from the 9th and 10th pushed Toledo Bend Reservoir to a record high level. This forced the spillway gates to fully open. Additional flood waters flowed into the Sabine River from tributaries pushing the river to record flood stages at observing points south of the dam to Interstate 10. This flooded many structures along the river and washed out some roadways.",18
625848,ALLEN PAR.,INDIAN VLG,03/11/2016,0,Flood, , ,0,0,850000,0,LA,CST-6, ,104471,C,3,LCH,0,0,River/Stream Gage,Heavy Rain, , ,3,S,1,SSE,OBERLIN,03/19/2016,0,30.4085,-92.9787,30.6137,-92.7658,"The flood wave from the heavy rain event during the 9th and 10th moved down the Calcasieu River flooding structures near Oakdale and Oberlin. At Oakdale 30 homes flooded, 2 flooded at Oberlin, and 3 flooded at Indian Village.","Heavy rain fell over the upper reaches of the Calcasieu River during the 9th and 10th sending a flood wave down stream. This flooded portions of Rapides and Allen Parishes.",19
626094,EAST CARROLL PAR.,LAKE PROVIDENCE,03/11/2016,637,Flood, , ,0,0,15000,0,LA,CST-6, ,103381,C,35,JAN,0,0,Fire Department/Rescue,Heavy Rain, , ,1,NE,1,NE,LAKE PROVIDENCE,03/13/2016,2100,32.81,-91.1719,32.8106,-91.1714,"Louisiana Highway 596 was mostly under water near the hospital.","As high pressure over the East Coast refused to move, a storm system approached the ArkLaMiss from the west and stalled just to the west of the region on March 7th. While warm moist air from the Gulf of Mexico filtered north and encompassed the region, a series of potent upper level disturbances began lifting northeast across the Lower Mississippi River Valley. This set the stage for multiple rounds of torrential rains that fell almost continuously across the ArkLaMiss from March 8th through March 12th. These prolonged torrential rains resulted in widespread flash flooding and river flooding across the region, with numerous area rivers reaching moderate and major flood stages. Floodwaters damaged numerous homes, businesses, and closed many primary and secondary roads across the region, with some secondary roads washed out.||As the storm system finally exited the region late on the 12th, another fast moving, compact storm system followed in its wake during the evening of March 13th. This system brought another round of heavy rain to the Delta region, in addition to some hail and damaging straight line winds.",20
623153,ST. TAMMANY PAR.,GOODBEE,03/11/2016,1330,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,NWS Employee,Heavy Rain, , ,3,SE,3,WSW,GOODBEE,03/11/2016,1530,30.476,-90.1593,30.4878,-90.241,"Water was reported leaving the banks of Bedico Creek and was approximately 1 to 1.5 feet from encroaching on Interstate 12.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",21
623154,ST. TAMMANY PAR.,RAMSAY,03/11/2016,1340,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,NWS Employee,Heavy Rain, , ,1,SSW,2,W,ST BENEDICT,03/11/2016,1600,30.5064,-90.137,30.5475,-90.148,"Up to 3 feet of water was reported covering the roads in the Lake Ramsay Community. Water was reportedly still rising.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",22
637633,ST. TAMMANY PAR.,SUN,03/11/2016,1500,Flood, , ,0,0,300000,0,LA,CST-6, ,106193,C,103,LIX,0,0,Emergency Manager,Heavy Rain, , ,3,ESE,7,ESE,MC CLANE CITY,03/15/2016,2300,30.6298,-89.8627,30.2189,-89.6635,"Heavy rainfall across southeast Louisiana and south Mississippi caused the lower Pearl River to reach its highest level since the flooding in the spring of 1983.  The gage at Pearl River, LA reached 20.35 feet on the 14th, its 2nd highest reading on record, only surpassed by the April 1983 flood.  Several areas, including housing subdivisions, from the community of Pearl River to the southeast portion of Slidell had roadway flooding with a few houses being flooded. Water encroached onto the shoulders of Interstate 10 east of Slidell, but did not cross into the traffic lanes.","A closed upper low moved across the southern United States.",23
637657,WASHINGTON PAR.,BICKHAM,03/11/2016,1500,Flood, , ,0,0,500000,0,LA,CST-6, ,106193,C,117,LIX,0,0,River/Stream Gage,Heavy Rain, , ,2,E,0,ESE,BICKHAM,03/13/2016,2300,30.8731,-90.1875,30.8687,-90.2136,"Runoff from the heavy rainfall caused the Bogue Chitto River to reach its highest levels since the April 1983 flood event, and surpass the 1983 flood event in the lower portion of the river. A historic crest of 21.36 feet was reached on the Bush, LA river gage on March 12.","A closed upper low moved across the southern United States.",24
638041,ST. TAMMANY PAR.,FOLSOM,03/11/2016,1500,Flood, , ,0,0,500000,0,LA,CST-6, ,106193,C,103,LIX,0,0,Emergency Manager,Heavy Rain, , ,1,ESE,3,S,FOLSOM,03/15/2016,2300,30.6211,-90.1809,30.5825,-90.1964,"Heavy rainfall of 6 to 12 inches that fell during the overnight hours of March 10 into the morning of March 11 resulted in major and historic flooding along the Bogue Falaya and Tchefuncte Rivers of St Tammany Parish. Many areas along these rivers and tributaries experienced flooding with several hundred houses flooding. The Bogue Falaya River had a record crest at the Boston Street gage in Covington of 20.07 feet with water overtopping the Boston Street bridge. Historic flooding also occurred along the Tchefuncte River with flooding reported in several subdivisions.","A closed upper low moved across the southern United States.",25
637630,TANGIPAHOA PAR.,LORANGER,03/11/2016,1500,Flood, , ,0,0,500000,0,LA,CST-6, ,106193,C,105,LIX,0,0,Emergency Manager,Heavy Rain, , ,3,W,1,SW,LEES LNDG,03/15/2016,2300,30.6309,-90.446,30.3889,-90.3406,"Major river flooding developed along the Tangipahoa River and other large streams due to the heavy rainfall. Many houses were either flooded or had access cut-off especially in the far southern sections of the parish south of Interstate 12.  Water encroached on Interstate 12 near Robert with one west bound land blocked due to high water.","A closed upper low moved across the southern United States.",26
623155,ST. TAMMANY PAR.,RAMSAY,03/11/2016,1515,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,Emergency Manager,Heavy Rain, , ,2,WNW,1,ENE,RAMSAY,03/11/2016,1700,30.53,-90.17,30.5268,-90.1157,"Louisiana Highway 25 was reported flooded between Lake Ramsey Road and Million Dollar Road.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",27
623156,ST. TAMMANY PAR.,COVINGTON,03/11/2016,1540,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,Law Enforcement,Heavy Rain, , ,1,W,1,N,CLAIBORNE,03/11/2016,1800,30.48,-90.11,30.4798,-90.0786,"Louisiana Highway 437 north of River Road was reported closed due to river flooding on the Bogue Falaya.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",28
623105,WEST CARROLL PAR.,OAK GROVE,03/11/2016,1715,Flood, , ,0,0,50000,0,LA,CST-6, ,103381,C,123,JAN,0,0,Law Enforcement,Heavy Rain, , ,1,SW,2,SE,OAK GROVE,03/13/2016,2100,32.86,-91.39,32.8439,-91.3568,"Scattered roadways across the parish continued to have some flooding issues.","As high pressure over the East Coast refused to move, a storm system approached the ArkLaMiss from the west and stalled just to the west of the region on March 7th. While warm moist air from the Gulf of Mexico filtered north and encompassed the region, a series of potent upper level disturbances began lifting northeast across the Lower Mississippi River Valley. This set the stage for multiple rounds of torrential rains that fell almost continuously across the ArkLaMiss from March 8th through March 12th. These prolonged torrential rains resulted in widespread flash flooding and river flooding across the region, with numerous area rivers reaching moderate and major flood stages. Floodwaters damaged numerous homes, businesses, and closed many primary and secondary roads across the region, with some secondary roads washed out.||As the storm system finally exited the region late on the 12th, another fast moving, compact storm system followed in its wake during the evening of March 13th. This system brought another round of heavy rain to the Delta region, in addition to some hail and damaging straight line winds.",29
623157,ST. TAMMANY PAR.,COVINGTON ARPT,03/11/2016,2011,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,Emergency Manager,Heavy Rain, , ,3,N,2,ENE,ABITA SPGS,03/11/2016,2200,30.498,-89.9729,30.4869,-89.99,"Louisiana Highway 435 near Hillcrest Road was reported closed due to high water.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",30
623158,ST. TAMMANY PAR.,FOLSOM,03/11/2016,2011,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,Fire Department/Rescue,Heavy Rain, , ,3,NE,2,N,FOLSOM,03/11/2016,2200,30.6563,-90.1562,30.664,-90.2039,"Estimates from St. Tammany Fire District 5 that approximately 100 people were rescued from the Park Lane area and 50 to 60 people from the Albert Thompson area through the day. Report was relayed by social media.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",31
623159,ST. TAMMANY PAR.,RAMSAY,03/11/2016,2015,Flood, , ,0,0,0,0,LA,CST-6, ,103362,C,103,LIX,0,0,NWS Employee,Heavy Rain, , ,2,E,2,SW,COVINGTON,03/11/2016,2200,30.52,-90.09,30.4552,-90.1263,"Water was reported entering homes in the Magnolia Gardens Subdivision in Covington. The flooding was related to riverine flooding from the Bogue Falaya River.","A closed upper low over Texas sent multiple disturbances through the area resulting in heavy rainfall and widespread flooding across southeast Louisiana and southern Mississippi. Major flooding occurred on several rivers, with a few records broken.",32
623104,MOREHOUSE PAR.,BASTROP,03/12/2016,2020,Flood, , ,0,0,200000,0,LA,CST-6, ,103381,C,67,JAN,0,0,Law Enforcement,Heavy Rain, , ,1,SW,3,S,MARCARCO,03/13/2016,2100,32.77,-91.91,32.6718,-91.97,"Numerous roadways had flooding issues across the parish.","As high pressure over the East Coast refused to move, a storm system approached the ArkLaMiss from the west and stalled just to the west of the region on March 7th. While warm moist air from the Gulf of Mexico filtered north and encompassed the region, a series of potent upper level disturbances began lifting northeast across the Lower Mississippi River Valley. This set the stage for multiple rounds of torrential rains that fell almost continuously across the ArkLaMiss from March 8th through March 12th. These prolonged torrential rains resulted in widespread flash flooding and river flooding across the region, with numerous area rivers reaching moderate and major flood stages. Floodwaters damaged numerous homes, businesses, and closed many primary and secondary roads across the region, with some secondary roads washed out.||As the storm system finally exited the region late on the 12th, another fast moving, compact storm system followed in its wake during the evening of March 13th. This system brought another round of heavy rain to the Delta region, in addition to some hail and damaging straight line winds.",33
623107,RICHLAND PAR.,RAYVILLE MUNI ARPT,03/12/2016,2025,Flood, , ,0,0,50000,0,LA,CST-6, ,103381,C,83,JAN,0,0,Law Enforcement,Heavy Rain, , ,1,SE,1,ESE,BARDEL,03/13/2016,2000,32.47,-91.76,32.5435,-91.7358,"Some roadways had flooding issues in the northern portion of the parish.","As high pressure over the East Coast refused to move, a storm system approached the ArkLaMiss from the west and stalled just to the west of the region on March 7th. While warm moist air from the Gulf of Mexico filtered north and encompassed the region, a series of potent upper level disturbances began lifting northeast across the Lower Mississippi River Valley. This set the stage for multiple rounds of torrential rains that fell almost continuously across the ArkLaMiss from March 8th through March 12th. These prolonged torrential rains resulted in widespread flash flooding and river flooding across the region, with numerous area rivers reaching moderate and major flood stages. Floodwaters damaged numerous homes, businesses, and closed many primary and secondary roads across the region, with some secondary roads washed out.||As the storm system finally exited the region late on the 12th, another fast moving, compact storm system followed in its wake during the evening of March 13th. This system brought another round of heavy rain to the Delta region, in addition to some hail and damaging straight line winds.",34
623108,EAST CARROLL PAR.,BOWIE,03/12/2016,2030,Flood, , ,0,0,100000,0,LA,CST-6, ,103381,C,35,JAN,0,0,Law Enforcement,Heavy Rain, , ,3,NE,4,W,BOWIE,03/13/2016,2100,32.7827,-91.2371,32.7552,-91.3376,"Highways 582,585,596, and 581 continued to have flooding issues.","As high pressure over the East Coast refused to move, a storm system approached the ArkLaMiss from the west and stalled just to the west of the region on March 7th. While warm moist air from the Gulf of Mexico filtered north and encompassed the region, a series of potent upper level disturbances began lifting northeast across the Lower Mississippi River Valley. This set the stage for multiple rounds of torrential rains that fell almost continuously across the ArkLaMiss from March 8th through March 12th. These prolonged torrential rains resulted in widespread flash flooding and river flooding across the region, with numerous area rivers reaching moderate and major flood stages. Floodwaters damaged numerous homes, businesses, and closed many primary and secondary roads across the region, with some secondary roads washed out.||As the storm system finally exited the region late on the 12th, another fast moving, compact storm system followed in its wake during the evening of March 13th. This system brought another round of heavy rain to the Delta region, in addition to some hail and damaging straight line winds.",35
623112,MADISON PAR.,MOUND,03/12/2016,2040,Flood, , ,0,0,75000,0,LA,CST-6, ,103381,C,65,JAN,0,0,Law Enforcement,Heavy Rain, , ,1,SW,2,ESE,ASHLEY,03/13/2016,2100,32.3418,-91.0382,32.4195,-91.1041,"Some secondary roads had flooding issues across the parish.","As high pressure over the East Coast refused to move, a storm system approached the ArkLaMiss from the west and stalled just to the west of the region on March 7th. While warm moist air from the Gulf of Mexico filtered north and encompassed the region, a series of potent upper level disturbances began lifting northeast across the Lower Mississippi River Valley. This set the stage for multiple rounds of torrential rains that fell almost continuously across the ArkLaMiss from March 8th through March 12th. These prolonged torrential rains resulted in widespread flash flooding and river flooding across the region, with numerous area rivers reaching moderate and major flood stages. Floodwaters damaged numerous homes, businesses, and closed many primary and secondary roads across the region, with some secondary roads washed out.||As the storm system finally exited the region late on the 12th, another fast moving, compact storm system followed in its wake during the evening of March 13th. This system brought another round of heavy rain to the Delta region, in addition to some hail and damaging straight line winds.",36
625843,AVOYELLES PAR.,CENTER PT,03/13/2016,0,Flood, , ,0,0,950000,0,LA,CST-6, ,104470,C,9,LCH,0,0,River/Stream Gage,Heavy Rain, , ,29,WNW,2,NNW,BELLEDEAU,03/31/2016,0,31.3807,-92.6807,31.1036,-92.2069,"The flood wave from the heavy rain event in North Louisiana pushed down the Red River flooding areas between the main levees in Avoyelles Parish. An estimated 38 structures were flooded.","The flood wave from rainfall on the 9th and 10th in North Louisiana pushed across Central Louisiana flooding areas between the Red River Levees.",37
625832,RAPIDES PAR.,ECHO,03/13/2016,0,Flood, , ,0,0,3850000,0,LA,CST-6, ,104470,C,79,LCH,0,0,River/Stream Gage,Heavy Rain, , ,1,SE,14,ESE,BIG IS,03/30/2016,0,31.113,-92.244,31.2669,-91.9494,"The flood wave traveled down the Red River from North Louisiana flooding areas between the main levees. An estimated 154 structures were flooded. The railroad tracks at Boyce also became impassable at the peak of the event. Also, a water control structure along Bayou Darrow in Grant Parish failed sending water into far northwest sections of Rapides Parish. Areas along Rigolette Bayou also flooded.","The flood wave from rainfall on the 9th and 10th in North Louisiana pushed across Central Louisiana flooding areas between the Red River Levees.",38
629983,OUACHITA PAR.,LAKESHORE,06/12/2016,1730,Flood, , ,0,0,0,0,LA,CST-6, ,105107,C,73,SHV,0,0,Law Enforcement,Heavy Rain, , ,1,SW,1,E,BROWNSVILLE,06/12/2016,1930,32.51,-92.08,32.4791,-92.1396,"Roads flooded and numerous vehicles stranded throughout the city.","Scattered showers and thunderstorms developed during the afternoon of June 12th, as a warm, very moist, and unstable air mass was in place ahead of an upper level low pressure system over Southern Oklahoma and attendant trough axis that trailed the low across Central Texas. This disturbance enhanced the strength of the sea breeze over Southeast Texas and South Louisiana, with multiple outflow boundaries focusing new shower and thunderstorm development throughout the day as they spread north over much of East Texas and North Louisiana. Meanwhile, the upper level low pressure system to the west focused scattered shower and thunderstorm development over extreme Northeast Texas, Southeast Oklahoma, and Southwest Arkansas during the afternoon and evening. Isolated strong to severe thunderstorms developed over McCurtain County Oklahoma, extreme Northeast Texas, and Northwest Louisiana, with damaging winds resulting in downed trees and power lines. Locally heavy rainfall also fell from these storms, with reports of flash flooding through Ouachita Parish in North Central Louisiana as widespread 1.5 to in excess of 3 inches of rain fell within a short period of time. These showers and thunderstorms diminished during the evening, before redeveloping overnight and into June 13th as the upper level lower pressure system and trailing trough entered the region.",39
